"System_Dt","Policy_No","Description_ID","Description","Due_Dt","Currency_ID","Currency","Amount_Due","Received_Dt","Amount_Received","Reversal_Flag","Payment_Method_ID","Payment_Method"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2019-01-12","16","USD","405.00000000000","2019-01-10","405.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2019-02-12","16","USD","405.00000000000","2019-02-11","405.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2019-03-12","16","USD","405.00000000000","2019-08-07","405.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2019-04-12","16","USD","405.00000000000","2019-08-07","405.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2019-05-12","16","USD","405.00000000000","2019-08-07","405.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2019-06-12","16","USD","405.00000000000","2019-08-07","405.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2019-07-12","16","USD","405.00000000000","2019-08-07","405.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2019-08-12","16","USD","405.00000000000","2019-08-11","405.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2019-09-12","16","USD","405.00000000000","2019-09-11","405.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2019-10-12","16","USD","405.00000000000","2019-10-16","405.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2019-11-12","16","USD","405.00000000000","2019-11-11","405.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2019-12-12","16","USD","405.00000000000","2019-12-11","405.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2020-01-12","16","USD","442.00000000000","2020-01-09","442.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2020-02-12","16","USD","442.00000000000","2020-02-11","442.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2020-03-12","16","USD","442.00000000000","2020-04-06","442.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2020-04-12","16","USD","442.00000000000","2020-04-08","442.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2020-05-12","16","USD","442.00000000000","2020-05-11","442.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2020-06-12","16","USD","442.00000000000","2020-06-11","442.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2020-07-12","16","USD","442.00000000000","2020-07-09","442.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2020-08-12","16","USD","442.00000000000","2020-08-11","442.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2020-09-12","16","USD","442.00000000000","2021-09-13","442.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2020-10-12","16","USD","442.00000000000","2021-09-14","442.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2020-11-12","16","USD","442.00000000000","2021-09-15","442.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2020-12-12","16","USD","442.00000000000","2021-10-10","442.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2021-01-12","16","USD","479.00000000000","2021-10-11","479.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2021-02-12","16","USD","479.00000000000","2021-10-12","479.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2021-03-12","16","USD","479.00000000000","2021-10-13","479.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2021-04-12","16","USD","479.00000000000","2021-10-14","479.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2021-05-12","16","USD","479.00000000000","2021-10-17","479.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2021-06-12","16","USD","479.00000000000","2021-10-18","479.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2021-07-12","16","USD","479.00000000000","2021-10-19","479.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2021-08-12","16","USD","479.00000000000","2021-10-20","479.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2021-09-12","16","USD","479.00000000000","2021-10-21","479.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2021-10-12","16","USD","479.00000000000","2021-10-24","479.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2021-11-12","16","USD","479.00000000000","2021-11-28","479.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2021-12-12","16","USD","479.00000000000","2021-12-09","479.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2022-01-12","16","USD","516.00000000000","2022-01-11","516.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2022-02-12","16","USD","516.00000000000","2022-02-10","516.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2022-03-12","16","USD","516.00000000000","2022-03-10","516.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2022-04-12","16","USD","516.00000000000","2022-04-11","516.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2022-05-12","16","USD","516.00000000000","2022-05-11","516.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2022-06-12","16","USD","516.00000000000","2022-06-09","516.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2022-07-12","16","USD","516.00000000000","2022-07-11","516.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2022-08-12","16","USD","516.00000000000","2022-08-11","516.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2022-09-12","16","USD","516.00000000000","2022-09-11","516.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2022-10-12","16","USD","516.00000000000","2022-10-11","516.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2022-11-12","16","USD","516.00000000000","2022-11-10","516.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2022-12-12","16","USD","516.00000000000","2022-12-11","516.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2023-01-12","16","USD","553.00000000000","2023-01-11","553.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2023-02-12","16","USD","553.00000000000","2023-02-09","553.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2023-03-12","16","USD","553.00000000000","2023-03-09","553.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2023-04-12","16","USD","553.00000000000","2023-04-11","553.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2023-05-12","16","USD","553.00000000000","2023-05-11","553.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2023-06-12","16","USD","553.00000000000","2023-06-11","553.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2023-07-12","16","USD","553.00000000000","2023-07-11","553.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2023-08-12","16","USD","553.00000000000","2023-08-10","553.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","LP22033529","5","Payment Renewal Premium","2023-09-12","16","USD","553.00000000000","2023-09-11","553.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","MO22011522","2","Payment","1999-11-29","16","USD","2000.00000000000","1999-11-29","2000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","MO22011522","5","Payment Renewal Premium","2000-11-29","16","USD","2000.00000000000","2000-10-31","2000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","MO22011522","5","Payment Renewal Premium","2001-11-29","16","USD","2000.00000000000","2001-12-07","2000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PG00066915","2","Payment","","8","GBP","70500.00000000000","2009-05-26","70500.00000000000","0","3","Credit Card"
"2023-10-01","PM10000839","2","Payment","","8","GBP","144490.00000000000","2012-02-09","144490.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10001444","2","Payment","","8","GBP","137233.00000000000","2013-04-26","137233.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10001750","2","Payment","","8","GBP","170000.00000000000","2013-05-08","170000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10001841","2","Payment","","8","GBP","90613.00000000000","2013-07-22","90613.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10002917","2","Payment","","16","USD","80000.00000000000","2014-04-11","80000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10002917","2","Payment","","16","USD","40000.00000000000","2015-11-18","40000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10002917","2","Payment","","16","USD","101991.00000000000","2023-01-26","101991.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10003343","2","Payment","","8","GBP","54787.00000000000","2014-07-18","54787.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10003343","2","Payment","","8","GBP","77080.00000000000","2022-03-14","77080.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10003573","2","Payment","","1","CHF","160568.00000000000","2014-11-04","160568.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10003573","2","Payment","","1","CHF","404593.00000000000","2019-06-05","404593.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10003611","2","Payment","","8","GBP","81907.00000000000","2014-09-17","81907.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10004405","2","Payment","","8","GBP","54917.00000000000","2015-02-24","54917.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10004405","2","Payment","","8","GBP","81086.00000000000","2015-03-31","81086.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10005648","2","Payment","","8","GBP","164557.00000000000","2015-10-14","164557.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10005809","2","Payment","","8","GBP","108162.00000000000","2016-04-19","108162.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10005809","2","Payment","","8","GBP","17717.00000000000","2016-09-19","17717.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10006602","2","Payment","","8","GBP","177024.00000000000","2016-04-27","177024.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10007761","2","Payment","","8","GBP","170555.00000000000","2017-06-23","170555.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10007918","2","Payment","","8","GBP","128045.00000000000","2017-02-09","128045.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10007981","2","Payment","","8","GBP","80000.00000000000","2017-05-25","80000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10008692","2","Payment","","8","GBP","132429.00000000000","2017-08-09","132429.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10009302","2","Payment","","8","GBP","189069.00000000000","2017-12-27","189069.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10009496","2","Payment","","8","GBP","160000.00000000000","2018-01-23","160000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10010259","2","Payment","","6","EUR","100000.00000000000","2018-05-18","100000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10010531","2","Payment","","8","GBP","100284.00000000000","2018-06-08","100284.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10010531","2","Payment","","8","GBP","20454.00000000000","2018-07-27","20454.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10011769","2","Payment","","8","GBP","88280.00000000000","2018-12-20","88280.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10011769","2","Payment","","8","GBP","95286.00000000000","2019-01-24","95286.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10012113","2","Payment","","8","GBP","187000.00000000000","2019-05-01","187000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10012113","2","Payment","","8","GBP","50786.00000000000","2021-03-09","50786.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10012113","2","Payment","","8","GBP","77623.00000000000","2022-08-30","77623.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10012113","2","Payment","","8","GBP","71865.00000000000","2023-03-13","71865.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10012238","2","Payment","","8","GBP","70000.00000000000","2019-04-12","70000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10012337","2","Payment","","16","USD","84956.00000000000","2019-06-19","84956.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10012337","2","Payment","","16","USD","99985.00000000000","2020-04-22","99985.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10012388","2","Payment","","16","USD","115000.00000000000","2019-05-24","115000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10012388","2","Payment","","16","USD","8500.00000000000","2021-11-30","8500.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10012743","2","Payment","","8","GBP","167000.00000000000","2019-09-19","167000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10013048","2","Payment","","8","GBP","559724.00000000000","2019-09-18","559724.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10013242","2","Payment","","8","GBP","64277.00000000000","2019-11-25","64277.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10013640","2","Payment","","8","GBP","84637.00000000000","2020-07-21","84637.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10013647","2","Payment","","8","GBP","613296.00000000000","2020-02-06","613296.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10013697","2","Payment","","8","GBP","264202.00000000000","2020-02-21","264202.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10013697","2","Payment","","8","GBP","138780.00000000000","2020-06-09","138780.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10013979","2","Payment","","16","USD","410000.00000000000","2020-04-20","410000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10013979","2","Payment","","16","USD","81500.00000000000","2022-04-27","81500.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10013979","2","Payment","","16","USD","80148.00000000000","2023-03-23","80148.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10013979","2","Payment","","16","USD","60000.00000000000","2023-04-04","60000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10013979","2","Payment","","16","USD","30000.00000000000","2023-06-13","30000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10013979","2","Payment","","16","USD","614225.00000000000","2023-09-12","614225.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","50000.00000000000","2020-06-04","50000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","50000.00000000000","2020-07-08","50000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","50000.00000000000","2020-12-18","50000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","7500.00000000000","2021-01-11","7500.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","7500.00000000000","2021-02-03","7500.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","10000.00000000000","2021-03-16","10000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","10000.00000000000","2021-04-06","10000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","10000.00000000000","2021-05-13","10000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","10000.00000000000","2021-07-14","10000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","10000.00000000000","2021-09-02","10000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","10000.00000000000","2021-10-31","10000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","20000.00000000000","2021-11-16","20000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","7500.00000000000","2022-02-04","7500.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","7500.00000000000","2022-03-04","7500.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","7500.00000000000","2022-04-25","7500.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","15000.00000000000","2022-07-03","15000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","7500.00000000000","2022-08-31","7500.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","10000.00000000000","2023-01-23","10000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","10000.00000000000","2023-03-13","10000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","10000.00000000000","2023-05-15","10000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","10000.00000000000","2023-07-06","10000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014203","2","Payment","","8","GBP","20000.00000000000","2023-08-04","20000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014792","2","Payment","","8","GBP","469300.00000000000","2020-11-18","469300.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014792","2","Payment","","8","GBP","137265.00000000000","2021-02-17","137265.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10014990","2","Payment","","8","GBP","166251.00000000000","2021-03-11","166251.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10015145","2","Payment","","8","GBP","220000.00000000000","2020-12-14","220000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10015248","2","Payment","","16","USD","219940.00000000000","2020-12-11","219940.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10015430","2","Payment","","8","GBP","1000000.00000000000","2021-01-11","1000000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10015484","2","Payment","","16","USD","105461.00000000000","2021-03-02","105461.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10015484","2","Payment","","16","USD","30952.00000000000","2021-03-26","30952.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10015723","2","Payment","","8","GBP","146801.00000000000","2022-01-24","146801.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10015761","2","Payment","","8","GBP","162353.00000000000","2021-07-01","162353.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10015763","2","Payment","","8","GBP","260585.00000000000","2021-04-26","260585.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10015795","2","Payment","","8","GBP","50000.00000000000","2021-05-12","50000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10015852","2","Payment","","8","GBP","66594.00000000000","2021-07-12","66594.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10015897","2","Payment","","16","USD","70000.00000000000","2021-04-15","70000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016101","2","Payment","","8","GBP","90014.00000000000","2021-08-25","90014.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016101","2","Payment","","8","GBP","8115.00000000000","2021-09-05","8115.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016101","2","Payment","","8","GBP","14128.00000000000","2021-09-07","14128.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016151","2","Payment","","8","GBP","368638.00000000000","2021-04-22","368638.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016151","2","Payment","","8","GBP","131771.00000000000","2021-05-11","131771.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016151","2","Payment","","8","GBP","139382.00000000000","2021-09-08","139382.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016151","2","Payment","","8","GBP","65000.00000000000","2021-10-19","65000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016205","2","Payment","","8","GBP","145569.00000000000","2021-09-28","145569.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016205","2","Payment","","8","GBP","244229.00000000000","2022-01-27","244229.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016257","2","Payment","","16","USD","400000.00000000000","2021-04-30","400000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016307","2","Payment","","16","USD","190000.00000000000","2021-05-13","190000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016307","2","Payment","","16","USD","100000.00000000000","2022-02-16","100000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016307","2","Payment","","16","USD","90000.00000000000","2023-08-16","90000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016308","2","Payment","","8","GBP","106689.00000000000","2021-05-21","106689.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016501","2","Payment","","8","GBP","707280.00000000000","2021-06-10","707280.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016530","2","Payment","","6","EUR","250000.00000000000","2021-09-07","250000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016627","2","Payment","","16","USD","600000.00000000000","2021-06-29","600000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016627","2","Payment","","16","USD","100000.00000000000","2021-12-13","100000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016627","2","Payment","","16","USD","100000.00000000000","2022-05-26","100000.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016627","2","Payment","","16","USD","99988.00000000000","2022-10-28","99988.00000000000","0","7","Standing Order/Cheque"
"2023-10-01","PM10016692","2","Payment","","8","GBP","150000.00000000000","2021-07-21","150000.00000000000","0","7","Standing Order/Cheque"
