"System_Dt","Policy_No","Cash_Tran_Deal_Ref","TransactionID","Cash_Tran_Date","Cash_Tran_Description_ID","Cash_Tran_Description","Cash_Tran_Narrative","Cash_Tran_Debit_Amt","Cash_Tran_Credit_Amt","Cash_Tran_Curr_ID","Cash_Tran_Curr","Cash_Tran_FX_Rate","Asset_Tran_Ref"
"2023-09-28","PG00066915","","4656731","2011-03-22","90","Telegraphic Transfer Charges","Asset trade ref 80090","20.000000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656735","2011-03-31","56","Management Fee","Percentage Administration Fee","264.380000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656734","2011-03-31","47","Investment Advisor Fee","Investment Advisor Fee","193.390000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656733","2011-03-31","6","Admin Fee","Flat Administration Fee","75.000000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656732","2011-03-31","43","Interest","Interest","0.000000","1.370000","8","GBP","",""
"2023-09-28","PG00066915","","4656739","2011-06-30","56","Management Fee","Percentage Administration Fee","264.380000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656738","2011-06-30","47","Investment Advisor Fee","Investment Advisor Fee","271.450000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656737","2011-06-30","6","Admin Fee","Flat Administration Fee","78.530000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656736","2011-06-30","43","Interest","Interest","0.000000","0.440000","8","GBP","",""
"2023-09-28","PG00066915","","4656743","2011-09-30","6","Admin Fee","Flat Administration Fee","78.530000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656742","2011-09-30","47","Investment Advisor Fee","Investment Advisor Fee","293.490000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656741","2011-09-30","56","Management Fee","Percentage Administration Fee","264.380000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656740","2011-09-30","43","Interest","Interest","0.000000","0.080000","8","GBP","",""
"2023-09-28","PG00066915","","4656746","2011-12-30","47","Investment Advisor Fee","Investment Advisor Fee","303.730000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656745","2011-12-30","6","Admin Fee","Flat Administration Fee","78.530000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656744","2011-12-30","56","Management Fee","Percentage Administration Fee","264.380000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4656747","2011-12-31","65","Overdraft Interest","Interest","0.120000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4971707","2012-03-30","56","Management Fee","Percentage Administration Fee","264.380000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4971706","2012-03-30","6","Admin Fee","Flat Administration Fee","78.530000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4971708","2012-03-31","65","Overdraft Interest","Interest","5.500000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4971709","2012-06-30","65","Overdraft Interest","Interest","9.250000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","4971710","2012-09-30","65","Overdraft Interest","Interest","9.430000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5144001","2012-10-31","41","Income and Expenses","Interest charged ","3.210000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5197162","2012-11-30","41","Income and Expenses","Interest charged ","3.120000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5334235","2012-12-31","41","Income and Expenses","Interest charged ","3.230000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5348613","2013-01-31","41","Income and Expenses","Interest charged ","3.240000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5405614","2013-02-28","41","Income and Expenses","Interest charged ","2.940000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5487053","2013-04-02","41","Income and Expenses","Interest charged ","0.110000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5485939","2013-04-02","41","Income and Expenses","Interest charged ","2.940000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5555354","2013-05-01","41","Income and Expenses","Interest charged ","3.370000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5621592","2013-05-31","41","Income and Expenses","Interest charged ","3.280000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5695983","2013-06-28","41","Income and Expenses","Interest charged ","2.970000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5775587","2013-07-31","41","Income and Expenses","Interest charged ","3.510000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5779609","2013-07-31","41","Income and Expenses","Reversal: Interest charged ","0.000000","3.510000","8","GBP","",""
"2023-09-28","PG00066915","","5849413","2013-08-30","41","Income and Expenses","Interest charged ","3.190000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","5920703","2013-09-30","41","Income and Expenses","Interest charged ","3.310000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","6006628","2013-10-31","41","Income and Expenses","Interest charged ","3.980000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","6084055","2013-11-29","41","Income and Expenses","Interest charged ","3.740000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","6165203","2013-12-30","41","Income and Expenses","Interest charged ","4.010000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","6250640","2014-01-31","41","Income and Expenses","Interest charged ","4.160000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","6332141","2014-02-28","41","Income and Expenses","Interest charged ","3.650000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","6408628","2014-03-31","41","Income and Expenses","Interest charged ","4.060000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","6486393","2014-04-30","41","Income and Expenses","Interest charged ","3.940000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","6562277","2014-05-30","41","Income and Expenses","Interest charged ","3.740000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","6655747","2014-06-30","41","Income and Expenses","Interest charged ","3.420000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","6746682","2014-07-31","41","Income and Expenses","Interest charged ","3.320000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","6818345","2014-08-29","41","Income and Expenses","Interest charged ","3.330000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","6904981","2014-09-30","41","Income and Expenses","Interest charged ","3.560000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","7007329","2014-10-31","41","Income and Expenses","Interest charged ","4.160000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","7087459","2014-11-28","41","Income and Expenses","Interest charged ","3.770000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","7183375","2014-12-31","41","Income and Expenses","Interest charged ","4.460000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","7275838","2015-01-30","41","Income and Expenses","Interest charged ","4.070000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","7316362","2015-02-12","74","Reversal of Dividend Receipt","Reversal of Net dividend receipt of 16.01 for 75830.02 nominal of Caldora Global Property Fund (GBP) A","16.010000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","7315116","2015-02-12","22","Dividend Receipt","Net dividend receipt of 16.01 for 75830.02 nominal of Caldora Global Property Fund (GBP) A","0.000000","16.010000","8","GBP","",""
"2023-09-28","PG00066915","","7358127","2015-02-27","41","Income and Expenses","Interest charged ","3.810000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","7457467","2015-03-31","41","Income and Expenses","Interest charged ","4.370000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","7553540","2015-04-30","41","Income and Expenses","Interest charged ","4.110000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","7639394","2015-05-29","41","Income and Expenses","Interest charged ","3.330000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","7731132","2015-06-30","41","Income and Expenses","Interest charged ","3.680000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","7836508","2015-07-31","41","Income and Expenses","Interest charged ","3.580000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","7920920","2015-08-28","41","Income and Expenses","Interest charged ","3.240000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","8013321","2015-09-30","41","Income and Expenses","Interest charged ","3.830000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","8110091","2015-10-30","41","Income and Expenses","Interest charged ","3.490000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","8200003","2015-11-30","41","Income and Expenses","Interest charged ","3.620000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","8293981","2015-12-31","41","Income and Expenses","Interest charged ","3.630000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","8385708","2016-01-29","41","Income and Expenses","Interest charged ","3.410000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","8474152","2016-02-29","41","Income and Expenses","Interest charged ","3.660000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","8573686","2016-03-31","41","Income and Expenses","Interest charged ","3.670000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","8677471","2016-04-29","41","Income and Expenses","Interest charged ","3.440000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","8767829","2016-05-31","41","Income and Expenses","Interest charged ","3.810000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","8867274","2016-06-30","41","Income and Expenses","Interest charged ","3.580000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","8970599","2016-07-29","41","Income and Expenses","Interest charged ","3.470000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","9060601","2016-08-31","41","Income and Expenses","Interest charged ","3.970000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","9160467","2016-09-30","41","Income and Expenses","Interest charged ","3.620000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","9266004","2016-10-31","41","Income and Expenses","Interest charged ","3.870000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","9350607","2016-11-24","41","Income and Expenses","Interest charged ","2.910000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","9461785","2016-12-30","41","Income and Expenses","Interest charged ","4.740000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","9559101","2017-01-31","41","Income and Expenses","Interest charged ","3.420000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","9648035","2017-02-28","41","Income and Expenses","Interest charged ","3.430000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","9763307","2017-03-31","41","Income and Expenses","Interest charged ","3.810000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","9850930","2017-04-30","41","Income and Expenses","Interest charged ","3.700000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","9940646","2017-05-30","41","Income and Expenses","Interest charged ","3.710000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","10055113","2017-06-30","41","Income and Expenses","Interest charged ","3.840000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","10149091","2017-07-31","41","Income and Expenses","Interest charged ","3.980000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","10248880","2017-08-30","41","Income and Expenses","Interest charged ","3.870000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","10343671","2017-09-30","41","Income and Expenses","Interest charged ","3.760000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","10451110","2017-10-30","41","Income and Expenses","Interest charged ","3.890000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","10548623","2017-10-30","41","Income and Expenses","Interest charged ","3.780000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","10652813","2017-12-31","41","Income and Expenses","Interest charged ","3.920000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","10757068","2018-01-28","41","Income and Expenses","Interest charged ","3.930000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","10849449","2018-02-28","41","Income and Expenses","Interest charged ","3.560000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","10959433","2018-03-30","41","Income and Expenses","Interest charged ","3.950000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","11054551","2018-04-30","41","Income and Expenses","Interest charged ","3.840000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","11152035","2018-05-30","41","Income and Expenses","Interest charged ","3.980000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","11261779","2018-06-30","41","Income and Expenses","Interest charged ","3.860000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","11371294","2018-07-31","41","Income and Expenses","Interest charged ","4.000000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","11482117","2018-08-30","41","Income and Expenses","Interest charged ","4.020000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","11570863","2018-09-30","41","Income and Expenses","Interest charged ","3.900000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","11681890","2018-10-30","41","Income and Expenses","Interest charged ","4.040000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","11789806","2018-10-30","41","Income and Expenses","Interest charged ","3.920000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","11857504","2018-12-31","41","Income and Expenses","Interest charged ","3.940000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","11978971","2019-01-28","41","Income and Expenses","Interest charged ","4.080000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","12076016","2019-02-28","41","Income and Expenses","Interest charged ","3.700000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","12184659","2019-03-30","41","Income and Expenses","Interest charged ","4.240000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","12294595","2019-04-30","41","Income and Expenses","Interest charged ","3.980000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","12415129","2019-05-30","41","Income and Expenses","Interest charged ","4.400000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","12508466","2019-06-30","41","Income and Expenses","Interest charged ","3.740000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","12629211","2019-07-31","41","Income and Expenses","Interest charged ","4.160000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","12738818","2019-08-30","41","Income and Expenses","Interest charged ","4.300000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","12838554","2019-09-30","41","Income and Expenses","Interest charged ","3.910000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","12956284","2019-10-31","41","Income and Expenses","Interest charged ","4.200000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","13074381","2019-11-30","41","Income and Expenses","Interest charged ","4.210000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","13185975","2019-12-31","41","Income and Expenses","Interest charged ","4.220000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","13305916","2020-01-29","41","Income and Expenses","Interest charged ","4.370000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","13418528","2020-02-29","41","Income and Expenses","Interest charged ","3.890000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","13532356","2020-03-30","41","Income and Expenses","Interest charged ","4.220000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","13649264","2020-04-30","41","Income and Expenses","Interest charged ","4.240000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","13756166","2020-05-30","41","Income and Expenses","Interest charged ","4.390000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","13878068","2020-06-30","41","Income and Expenses","Interest charged ","5.380000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","14016672","2020-07-31","41","Income and Expenses","Interest charged ","6.250000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","14117829","2020-08-30","41","Income and Expenses","Interest charged ","5.520000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","14242473","2020-09-30","41","Income and Expenses","Interest charged ","5.740000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","14377081","2020-10-30","41","Income and Expenses","Interest charged ","6.140000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","14495936","2020-11-30","41","Income and Expenses","Interest charged ","5.590000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","14629304","2020-12-31","41","Income and Expenses","Interest charged ","6.580000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","14744382","2021-01-29","41","Income and Expenses","Interest charged ","5.450000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","14871204","2021-02-26","41","Income and Expenses","Interest charged ","5.470000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","15003265","2021-03-30","41","Income and Expenses","Interest charged ","6.080000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","15128752","2021-04-30","41","Income and Expenses","Interest charged ","6.500000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","15247903","2021-05-30","41","Income and Expenses","Interest charged ","5.540000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","15381001","2021-06-30","41","Income and Expenses","Interest charged ","5.960000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","15511658","2021-07-31","41","Income and Expenses","Interest charged ","6.380000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","15640032","2021-08-30","41","Income and Expenses","Interest charged ","6.010000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","15759307","2021-09-30","41","Income and Expenses","Interest charged ","6.030000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","15871650","2021-09-30","41","Income and Expenses","Interest charged ","6.460000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","16007667","2021-11-30","41","Income and Expenses","Interest charged ","5.880000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","16143846","2021-12-31","41","Income and Expenses","Interest charged ","6.930000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","16278349","2022-01-31","41","Income and Expenses","Interest charged ","5.730000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","16410103","2022-02-28","41","Income and Expenses","Interest charged ","5.750000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","16543671","2022-03-31","41","Income and Expenses","Interest charged ","6.530000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","16663911","2022-04-30","41","Income and Expenses","Interest charged ","7.480000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","16804471","2022-05-31","41","Income and Expenses","Interest charged ","6.810000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","16932825","2022-06-30","41","Income and Expenses","Interest charged ","7.080000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","17058615","2022-07-31","41","Income and Expenses","Interest charged ","7.350000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","17190137","2022-08-31","41","Income and Expenses","Interest charged ","7.380000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","17221285","2022-09-08","41","Income and Expenses","Interest charged ","1.440000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","17336690","2022-09-30","41","Income and Expenses","Interest charged ","5.750000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","17465671","2022-10-31","41","Income and Expenses","Interest charged ","9.940000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","17596329","2022-10-31","41","Income and Expenses","Interest charged ","9.450000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","17749216","2022-12-31","41","Income and Expenses","Interest charged ","10.500000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","17896629","2023-01-31","41","Income and Expenses","Interest charged ","10.740000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","18020427","2023-02-28","41","Income and Expenses","Interest charged ","11.330000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","18181783","2023-03-31","41","Income and Expenses","Interest charged ","12.450000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","18320893","2023-04-30","41","Income and Expenses","Interest charged ","10.590000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","18457982","2023-06-01","41","Income and Expenses","Interest charged ","13.690000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","18636810","2023-06-30","41","Income and Expenses","Interest charged ","12.830000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","18801881","2023-07-31","41","Income and Expenses","Interest charged ","14.520000","0.000000","8","GBP","",""
"2023-09-28","PG00066915","","18975083","2023-08-31","41","Income and Expenses","Interest charged ","14.650000","0.000000","8","GBP","",""
"2023-09-28","PM10000839","","2872333","2012-02-09","68","Premium Received","Premium_Received","0.000000","144490.000000","8","GBP","",""
"2023-09-28","PM10000839","335660","2872593","2012-02-10","13","Buy Variable Security","Buy 0 units of United Strategic Growth GBP","36122.500000","0.000000","8","GBP","1.000000000000000000","FS2557194"
"2023-09-28","PM10000839","335661","2881154","2012-02-10","13","Buy Variable Security","Buy 141.549 units of VAM Managed Funds (Lux) Driehaus A GBP","21673.500000","0.000000","8","GBP","1.000000000000000000","FS2557195"
"2023-09-28","PM10000839","335661","2881045","2012-02-10","14","Custody Charge","Custody Charge VAM Managed Funds (Lux) Driehaus A GBP","30.000000","0.000000","8","GBP","",""
"2023-09-28","PM10000839","335662","2883636","2012-02-10","13","Buy Variable Security","Buy 16.432 units of KMG SICAV SIF Global Consumer Trends Fund A GBP","14449.000000","0.000000","8","GBP","1.000000000000000000","FS2557193"
"2023-09-28","PM10000839","335660","2875466","2012-02-13","14","Custody Charge","Custody Charge United Strategic Growth GBP","30.000000","0.000000","8","GBP","",""
"2023-09-28","PM10000839","335658","2885386","2012-02-17","14","Custody Charge","Custody Charge Morgan Stanley Autocallable Income Notes on EM GBP 24/02/2017","30.000000","0.000000","8","GBP","",""
